marca,modelo,precio,kilometraje,motor,region,año,combustible,transmision
VOLKSWAGEN,VOYAGE,8.9,14000,1.6,Metropolitana,2022,gasolina,mecanico
LEXUS,NX,19.48,134000,2.0,Metropolitana,2017,gasolina,automatico
KIA,MORNING,5.98,55000,1.2,Metropolitana,2017,,
MAXUS,T60,21.5,40000,,Metropolitana,2022,,automatico
DODGE,DURANGO,12.49,132000,3.6,Metropolitana,2014,gasolina,automatico
AUDI,A6,16.49,110000,2.0,Metropolitana,2015,gas,automatico
MITSUBISHI,L-200,18.49,65000,2.4,Metropolitana,2018,gas,automatico
NISSAN,KICKS,12.99,20000,1.6,Metropolitana,2022,gasolina,mecanico
KIA,FRONTIER,24.98,3000,2.5,Metropolitana,2024,diesel,mecanico
FORD,FOCUS,5.49,152000,1.6,Metropolitana,2012,gasolina,mecanico
PEUGEOT,508,15.499,84500,2.0,Metropolitana,2016,diesel,automatico
M. BENZ,C200,24.99,87000,2.0,Metropolitana,2017,gasolina,automatico
HYUNDAI,VELOSTER,15.49,26000,1.6,Metropolitana,2020,gasolina,automatico
SUBARU,FORESTER,20.99,74000,2.5,Metropolitana,2020,gasolina,automatico
FORD,EXPLORER,12.9,180000,3.5,Metropolitana,2013,gasolina,automatico
DODGE,JOURNEY,12.99,1111,2.4,Metropolitana,2017,gasolina,automatico
PEUGEOT,3008,17.28,113200,2.0,Metropolitana,2018,gasolina,automatico
AUDI,TT,18.5,61000,1.8,Metropolitana,2014,gasolina,automatico
PEUGEOT,LANDTREK,21.99,22000,1.9,Biobío,2022,gasolina,mecanico
FOTON,G7,16.5,14500,2.0,O’Higgins,2023,diesel,mecanico
FORD,F-150,15.8,160000,5.0,O’Higgins,2015,gasolina,automatico
CHEVROLET,SONIC,5.6,83000,,O’Higgins,2012,gasolina,mecanico
CHANGAN,CS15,7.99,16000,1.5,Metropolitana,2022,gasolina,mecanico
MINI,COOPER,10.49,98000,1.6,Metropolitana,2011,gasolina,mecanico
TOYOTA,RAV4,10.59,170000,2.0,Metropolitana,2018,gasolina,automatico
VOLKSWAGEN,GOL,7.99,25000,1.6,Biobío,2022,gasolina,mecanico
M. BENZ,CLA,21.99,82000,2.1,Metropolitana,2016,diesel,automatico
PORSCHE,CAYENNE,19.99,139000,3.6,Metropolitana,2012,gasolina,automatico
SSANGYONG,MUSSO,17.99,90000,2.2,Metropolitana,2021,gas,automatico
LAND ROVER,DISCOVERY,14.99,213000,3.7,Metropolitana,2011,gas,automatico
JAC,S2,6.99,75000,1.5,Metropolitana,2019,gasolina,mecanico
FORD,EXPLORER,28.97,53953,2.3,Metropolitana,2020,gasolina,automatico
MINI,F56,12.99,107000,2.0,Metropolitana,2015,gasolina,automatico
CHEVROLET,ONIX,7.39,48282,1.4,Metropolitana,2019,gasolina,mecanico
BMW,320,39.9,16000,2.0,Metropolitana,2023,diesel,automatico
JEEP,GRAND CHEROKEE,39.99,16000,2.0,Metropolitana,2020,gasolina,automatico
SUZUKI,BALENO,7.99,70000,1.4,Metropolitana,2017,gasolina,mecanico
JEEP,CHEROKEE,17.99,113000,3.2,Metropolitana,2016,gasolina,automatico
FORD,EXPLORER,12.9,180000,3.5,Metropolitana,2013,gasolina,automatico
DODGE,JOURNEY,12.99,1111,2.4,Metropolitana,2017,gasolina,automatico
PEUGEOT,308,13.59,50000,,Valparaíso,2019,,mecanico
CHANGAN,CS35,6.5,90000,,Metropolitana,2016,gasolina,mecanico
RENAULT,CLIO,15.5,12000,1.0,Metropolitana,2023,gasolina,mecanico
BMW,740,35.99,100000,3.0,Metropolitana,2017,gasolina,automatico
CITROEN,C4,22.99,17000,1.5,Metropolitana,2021,diesel,automatico
PEUGEOT,508,15.499,84500,2.0,Metropolitana,2016,diesel,automatico
GREAT WALL,POER,21.99,18000,2.0,Metropolitana,2022,gas,automatico
CHEVROLET,CAPTIVA,12.99,61000,1.5,Metropolitana,2020,gasolina,mecanico
FIAT,500X,15.89,17000,1.4,Metropolitana,2019,gasolina,automatico
BMW,118,31.49,6000,2.0,Metropolitana,2023,gas,automatico
VOLKSWAGEN,BORA,11.49,70000,2.0,Metropolitana,2017,gas,automatico
VOLKSWAGEN,TIGUAN,16.99,114000,2.0,Metropolitana,2019,diesel,automatico
MAZDA,MAZDA3,11.99,61000,2.0,Metropolitana,2019,gasolina,mecanico
CHANGAN,HUNTER,16.99,30500,1.9,Metropolitana,2023,gas,mecanico
BMW,218,12.99,79300,2.0,Metropolitana,2015,diesel,automatico
M. BENZ,C,34.99,68000,3.0,Metropolitana,2017,gasolina,automatico
SUZUKI,JIMNY,13.9,33548,1.5,Metropolitana,2022,gasolina,mecanico
TOYOTA,RAV4,19.99,19700,2.0,Metropolitana,2023,gasolina,mecanico
BMW,340,33.49,75000,3.0,Metropolitana,2018,gasolina,automatico
AUDI,RS5,28.99,47000,4.0,Metropolitana,2014,gasolina,automatico
TOYOTA,FORTUNER,20.99,61900,2.7,Metropolitana,2019,gasolina,automatico
BMW,730,34.99,125000,3.0,Metropolitana,2019,gas,automatico
KIA,SONET,11.49,43500,1.5,Metropolitana,2021,gasolina,mecanico
SUZUKI,CELERIO,6.49,63000,1.0,Metropolitana,2020,gasolina,mecanico
FORD,EXPLORER,12.9,180000,3.5,Metropolitana,2013,gasolina,automatico
DODGE,JOURNEY,12.99,1111,2.4,Metropolitana,2017,gasolina,automatico
SUBARU,XV,7.89,195000,2.0,Metropolitana,2014,gasolina,automatico
FIAT,UNO,6.5,85000,1.4,Los Lagos,2018,gasolina,mecanico
FORD,MUSTANG,27.99,76000,5.0,Metropolitana,2018,gasolina,automatico
TOYOTA,4RUNNER,11.99,139000,4.0,Metropolitana,2011,gasolina,automatico
BMW,X1,21.99,60500,2.0,Metropolitana,2018,gasolina,automatico
M. BENZ,A200,24.98,28000,1.4,Metropolitana,2020,gasolina,automatico
FORD,F-150,39.99,52000,3.5,Metropolitana,2019,gasolina,automatico
BMW,330,31.99,32000,2.0,Metropolitana,2019,gasolina,automatico
VOLKSWAGEN,SAVEIRO,6.89,110000,1.6,Metropolitana,2018,gasolina,mecanico
FORD,F-150,19.9,129800,3.5,Metropolitana,2014,gasolina,automatico
BMW,220,19.99,82000,,Metropolitana,2018,gasolina,automatico
BMW,318,7.49,128913,2.0,Metropolitana,2011,gasolina,automatico
CHERY,TIGGO 2,10.49,17000,1.0,Biobío,2022,gasolina,automatico
DFSK,580,10.9,40000,1.8,Los Lagos,2022,gasolina,mecanico
CHEVROLET,SPARK,3.18,148000,1.0,Metropolitana,2011,gasolina,
DS,DS7,26.24,113000,1.6,Metropolitana,2019,gasolina,automatico
MAXUS,T60,13.98,108000,2.8,Metropolitana,2019,gas,automatico
CHEVROLET,PRISMA,7.98,98000,1.4,Metropolitana,2020,,
PEUGEOT,EXPERT,10.58,237000,2.0,Metropolitana,2017,gas,
RENAULT,SYMBOL,6.98,84000,1.6,Metropolitana,2019,,
HYUNDAI,SANTA FE,7.98,332000,2.2,Metropolitana,2012,gas,
DODGE,JOURNEY,6.99,138000,2.7,Metropolitana,2011,gasolina,automatico
FORD,EXPLORER,12.9,180000,3.5,Metropolitana,2013,gasolina,automatico
DODGE,JOURNEY,12.99,1111,2.4,Metropolitana,2017,gasolina,automatico
HYUNDAI,SANTA FE,9.99,92000,2.4,Metropolitana,2013,gasolina,automatico
AUDI,A4,9.49,134000,1.8,Metropolitana,2014,gasolina,automatico
CITROEN,C3,6.49,93000,1.6,Metropolitana,2014,gasolina,automatico
M. BENZ,E200,29.95,32000,2.0,Valparaíso,2018,gasolina,automatico
BMW,X3,14.59,151913,3.0,Metropolitana,2015,gasolina,automatico
JEEP,WRANGLER,16.95,119000,2.8,O’Higgins,2012,diesel,automatico
KIA,SORENTO,21.25,54896,2.2,O’Higgins,2021,diesel,automatico
KIA,RIO,7.99,106000,,Metropolitana,2017,gasolina,mecanico
CHEVROLET,SPARK,7.55,17000,1.2,Metropolitana,2021,gasolina,mecanico
VOLKSWAGEN,PASSAT,17.49,65000,2.0,Metropolitana,2018,gas,automatico
VOLKSWAGEN,VOYAGE,8.9,14000,1.6,Metropolitana,2022,gasolina,mecanico
PEUGEOT,3008,17.28,113200,2.0,Metropolitana,2018,gasolina,automatico
SUBARU,LEGACY,9.99,137000,2.5,Metropolitana,2014,gasolina,automatico
VOLKSWAGEN,AMAROK,24.99,23000,2.0,Metropolitana,2022,gas,mecanico
FORD,EXPLORER,12.9,180000,3.5,Metropolitana,2013,gasolina,automatico
DODGE,JOURNEY,12.99,1111,2.4,Metropolitana,2017,gasolina,automatico
FORD,EXPLORER,12.49,171000,3.5,Metropolitana,2014,gasolina,automatico
OPEL,CORSA,12.19,100000,1.6,Metropolitana,2017,gasolina,mecanico
CHEVROLET,CAPTIVA,8.99,124000,2.4,Metropolitana,2016,gasolina,automatico
VOLKSWAGEN,AMAROK,7.99,211000,2.0,Metropolitana,2011,diesel,mecanico
RENAULT,DUSTER,8.0,33000,1.6,Metropolitana,2017,gasolina,mecanico
FIAT,500,7.49,71000,1.2,Metropolitana,2014,gasolina,mecanico
CHEVROLET,PRISMA,6.99,118000,1.4,Metropolitana,2019,gasolina,mecanico
KIA,SORENTO,29.99,8000,2.5,Metropolitana,2023,gasolina,automatico
VOLKSWAGEN,TAOS,19.99,17000,1.4,Metropolitana,2022,gasolina,automatico
MINI,F56,12.9,94183,1.5,Metropolitana,2015,gasolina,automatico
BMW,120I,11.99,77000,1.6,Metropolitana,2016,gasolina,mecanico
CHEVROLET,SILVERADO,27.99,69500,5.3,Metropolitana,2017,gasolina,automatico
SSANGYONG,ACTYON,8.5,178000,,O’Higgins,2015,diesel,mecanico
SSANGYONG,REXTON,15.49,125000,2.2,Valparaíso,2019,diesel,automatico
FORD,F-150,15.8,160000,5.0,O’Higgins,2015,gasolina,automatico
RENAULT,MEGANE,4.99,187000,2.0,O’Higgins,2012,gasolina,mecanico
FOTON,G7,16.5,14500,2.0,O’Higgins,2023,diesel,mecanico
KIA,SOLUTO,8.5,32000,1.4,O’Higgins,2021,gasolina,mecanico
MG,MG3,8.2,22000,1.5,O’Higgins,2023,gasolina,mecanico
VOLKSWAGEN,T-CROSS,13.99,24620,1.6,O’Higgins,2020,gasolina,mecanico
M. BENZ,E,25.99,93000,3.0,Metropolitana,2015,gasolina,automatico
FORD,EXPLORER,12.9,180000,3.5,Metropolitana,2013,gasolina,automatico
DODGE,JOURNEY,12.99,1111,2.4,Metropolitana,2017,gasolina,automatico
VOLKSWAGEN,TIGUAN,15.79,98000,2.0,Metropolitana,2018,diesel,automatico
MITSUBISHI,MONTERO,15.49,210000,3.2,Metropolitana,2014,diesel,automatico
HYUNDAI,GENESIS,11.49,75000,3.3,Metropolitana,2012,gasolina,automatico
CHEVROLET,TRACKER,9.99,93000,1.8,Metropolitana,2018,gasolina,automatico
NISSAN,MURANO,9.49,117000,3.5,Metropolitana,2013,gasolina,automatico
HYUNDAI,CRETA,8.99,97000,1.6,Metropolitana,2016,gasolina,mecanico
FORD,FOCUS,11.49,69000,2.0,Metropolitana,2019,gasolina,automatico
FORD,BRONCO,23.49,11000,1.5,Biobío,2023,gasolina,automatico
TOYOTA,C-HR,22.49,34000,1.8,Biobío,2021,hibrido,automatico
RENAULT,FLUENCE,6.49,97000,2.0,Metropolitana,2011,gasolina,automatico
PEUGEOT,LANDTREK,21.99,22000,1.9,Biobío,2022,gasolina,mecanico
MG,ZX,9.99,24000,1.5,Biobío,2022,gasolina,mecanico
PEUGEOT,PARTNER,5.19,222000,1.6,Metropolitana,2014,gasolina,mecanico
CHERY,TIGGO 2,10.49,17000,1.0,Biobío,2022,gasolina,automatico
FORD,F-150,19.9,129800,3.5,Metropolitana,2014,gasolina,automatico
FORD,FIESTA,5.49,143000,1.6,Metropolitana,2013,gasolina,mecanico
M. BENZ,CLA,15.99,92300,1.6,Metropolitana,2015,gasolina,automatico
DS,DS7,26.24,113000,1.6,Metropolitana,2019,gasolina,automatico
CITROEN,C4,22.99,17000,1.5,Metropolitana,2021,diesel,automatico
M. BENZ,CLA,24.99,25600,1.6,Metropolitana,2020,gasolina,automatico
SUZUKI,GRAND VITARA,5.49,177000,1.6,Metropolitana,2009,gasolina,mecanico
BMW,740,35.99,100000,3.0,Metropolitana,2017,gasolina,automatico
AUDI,A3,16.8,57000,1.4,Metropolitana,2018,gasolina,automatico
NISSAN,PATHFINDER,4.79,245000,3.5,Metropolitana,2003,gasolina,automatico
BMW,X3,21.99,115000,2.0,Metropolitana,2017,gasolina,automatico
PEUGEOT,3008,17.5,82216,1.5,Metropolitana,2021,diesel,automatico
M. BENZ,C200,21.97,74500,,Metropolitana,2016,gasolina,automatico
VOLKSWAGEN,BORA,4.99,170000,2.0,Metropolitana,2012,gasolina,automatico
FORD,EXPLORER,12.9,180000,3.5,Metropolitana,2013,gasolina,automatico
DODGE,JOURNEY,12.99,1111,2.4,Metropolitana,2017,gasolina,automatico
NISSAN,MURANO,26.99,57000,3.5,Metropolitana,2012,gasolina,automatico
AUDI,Q7,14.79,89000,3.6,Metropolitana,2008,gasolina,automatico
VOLVO,S60,12.99,112000,2.0,Metropolitana,2018,diesel,automatico
SEAT,IBIZA,12.99,19000,1.6,Metropolitana,2022,gasolina,mecanico
BMW,320I,11.99,60000,2.0,Metropolitana,2013,gasolina,automatico
HYUNDAI,TUCSON,16.99,40000,2.0,Metropolitana,2020,gasolina,mecanico
RENAULT,CLIO,15.5,12000,1.0,Metropolitana,2023,gasolina,mecanico
JEEP,CHEROKEE,17.99,113000,3.2,Metropolitana,2016,gasolina,automatico
M. BENZ,CLA,21.99,82000,2.1,Metropolitana,2016,diesel,automatico
PEUGEOT,106,7.99,155000,1.4,Metropolitana,2003,gasolina,mecanico
PEUGEOT,3008,17.28,90300,1.5,Metropolitana,2020,diesel,automatico
AUDI,TT,18.5,61000,1.8,Metropolitana,2014,gasolina,automatico
BMW,X1,21.99,60500,2.0,Metropolitana,2018,gasolina,automatico
VOLKSWAGEN,VOYAGE,8.09,35000,1.6,Metropolitana,2021,gasolina,mecanico
TOYOTA,4RUNNER,11.99,139000,4.0,Metropolitana,2011,gasolina,automatico
VOLKSWAGEN,NIVUS,16.99,14800,1.0,Metropolitana,2022,gasolina,automatico
AUDI,Q2,18.99,101000,1.4,Metropolitana,2018,gasolina,automatico
MAZDA,BT-50,14.97,100235,3.2,Metropolitana,2019,diesel,automatico
CHEVROLET,TRACKER,9.99,93000,1.8,Metropolitana,2018,gasolina,automatico
FORD,EXPLORER,12.9,180000,3.5,Metropolitana,2013,gasolina,automatico
DODGE,JOURNEY,12.99,1111,2.4,Metropolitana,2017,gasolina,automatico
VOLKSWAGEN,ATLAS,23.99,85000,3.6,Metropolitana,2018,gasolina,automatico
MAZDA,BT-50,16.49,82000,2.2,Metropolitana,2020,diesel,mecanico
TOYOTA,RAV4,15.99,62000,2.0,Metropolitana,2018,gasolina,mecanico
TOYOTA,HILUX,15.49,133000,2.4,Metropolitana,2018,diesel,mecanico
AUDI,A4,18.99,72600,1.4,Metropolitana,2018,gasolina,automatico
SUBARU,XV,13.29,84332,2.0,Metropolitana,2018,gasolina,automatico
CUPRA,FORMENTOR,27.49,7000,2.0,Metropolitana,2023,gasolina,automatico
PEUGEOT,208,13.97,50788,1.2,Metropolitana,2021,gasolina,automatico
FORD,MUSTANG,27.99,76000,5.0,Metropolitana,2018,gasolina,automatico
RENAULT,MEGANE,29.49,28000,1.8,Metropolitana,2020,gasolina,automatico
SUBARU,FORESTER,25.98,36805,2.5,Metropolitana,2022,gasolina,automatico
ALFA ROMEO,GIULIA,33.99,45000,2.0,Metropolitana,2021,gasolina,automatico
MITSUBISHI,L200,18.99,117000,2.4,Metropolitana,2018,diesel,automatico
CHANGAN,CS35,6.5,90000,,Metropolitana,2016,gasolina,mecanico
CHEVROLET,SILVERADO,15.49,235000,5.3,Los Lagos,2014,gasolina,automatico
M. BENZ,E200,29.95,32000,2.0,Valparaíso,2018,gasolina,automatico
VOLVO,V40,9.3,106000,1.6,Metropolitana,2014,gasolina,mecanico
CHEVROLET,TRACKER,9.99,55000,1.8,Antofagasta,2019,gasolina,mecanico
NISSAN,MURANO,22.99,39996,3.5,O’Higgins,2020,gasolina,automatico
FORD,ECOSPORT,10.49,42672,1.5,O’Higgins,2021,diesel,mecanico
FORD,EXPLORER,12.9,180000,3.5,Metropolitana,2013,gasolina,automatico
DODGE,JOURNEY,12.99,1111,2.4,Metropolitana,2017,gasolina,automatico
FORD,EXPLORER,9.8,172000,3.5,Metropolitana,2011,gasolina,automatico
NISSAN,MURANO,9.69,152000,3.5,Metropolitana,2013,gasolina,automatico
BMW,X3,28.89,36000,2.0,Metropolitana,2018,diesel,automatico
M. BENZ,C300,26.99,66000,2.0,Metropolitana,2019,diesel,automatico
FORD,F-150,24.99,153000,6.2,Metropolitana,2015,gasolina,automatico
SUZUKI,SWIFT,5.99,97000,1.2,Metropolitana,2016,gasolina,mecanico
RENAULT,FLUENCE,6.49,97000,2.0,Metropolitana,2011,gasolina,automatico
CITROEN,C3,6.49,93000,1.6,Metropolitana,2014,gasolina,automatico
SUBARU,LEGACY,6.95,138000,2.0,Metropolitana,2011,gasolina,automatico
NISSAN,TERRANO,6.99,240000,2.5,Metropolitana,2024,diesel,mecanico
CHEVROLET,PRISMA,6.99,118000,1.4,Metropolitana,2019,gasolina,mecanico
SKODA,FABIA,13.168817,18439,1.0,Metropolitana,2022,gasolina,mecanico
TOYOTA,PRIUS,7.49,122000,1.5,Metropolitana,2013,hibrido,automatico
FIAT,UNO,6.5,85000,1.4,Los Lagos,2018,gasolina,mecanico
RENAULT,DUSTER,8.0,33000,1.6,Metropolitana,2017,gasolina,mecanico
CHEVROLET,COLORADO,7.99,160000,3.7,Metropolitana,2012,gasolina,automatico
VOLKSWAGEN,AMAROK,7.99,211000,2.0,Metropolitana,2011,diesel,mecanico
NISSAN,QASHQAI,7.99,92000,2.0,Metropolitana,2012,gasolina,automatico
VOLVO,S60,15.6,103000,2.0,Metropolitana,2019,diesel,automatico
DS,DS3,15.47,57214,1.2,Metropolitana,2021,gasolina,automatico
OPEL,CROSSLAND,14.8029,26668,1.5,Metropolitana,2022,diesel,mecanico
TOYOTA,RAV4,6.49,164100,2.4,Metropolitana,2004,gasolina,automatico
VOLKSWAGEN,GOLF,12.17,104653,1.4,Metropolitana,2018,gasolina,automatico
MAZDA,CX5,8.99,173000,2.0,Metropolitana,2014,gasolina,automatico
SKODA,OCTAVIA,8.99,100000,1.4,Metropolitana,2016,gasolina,automatico
CHEVROLET,CAPTIVA,8.99,124000,2.4,Metropolitana,2016,gasolina,automatico
RAM,700,8.99,33000,1.4,Metropolitana,2022,gasolina,mecanico
HYUNDAI,CRETA,8.99,97000,1.6,Metropolitana,2016,gasolina,mecanico
MG,ZS,9.49,60000,1.5,Metropolitana,2019,gasolina,automatico
AUDI,A4,9.49,134000,1.8,Metropolitana,2014,gasolina,automatico
CHEVROLET,TRACKER,9.99,93000,1.8,Metropolitana,2018,gasolina,automatico
JEEP,COMPASS,9.99,109000,2.4,Metropolitana,2014,gasolina,automatico
JEEP,COMPASS,10.49,61000,2.4,Metropolitana,2014,gasolina,automatico
LAND ROVER,FREELANDER,10.49,136000,3.2,Metropolitana,2012,gasolina,automatico
NISSAN,PATHFINDER,10.49,112000,3.5,Metropolitana,2015,gasolina,automatico
KIA,SORENTO,12.97,155000,2.4,Metropolitana,2015,gasolina,automatico
BMW,523I,9.98,210000,2.5,Metropolitana,2012,gasolina,automatico
SUZUKI,GRAND NOMADE,6.28,134500,2.4,Metropolitana,2011,gasolina,mecanico
VOLKSWAGEN,GOLF,12.17,104653,1.4,Metropolitana,2018,gasolina,automatico
AUDI,S6,10.99,156000,4.2,Metropolitana,2002,gasolina,automatico
M. BENZ,A250,24.49,60000,2.0,Metropolitana,2019,gasolina,automatico
HAVAL,H6,11.49,45000,1.5,Metropolitana,2017,gasolina,automatico
CHEVROLET,TRAVERSE,24.99,95000,3.6,Metropolitana,2021,gasolina,automatico
HYUNDAI,GENESIS,11.49,75000,3.3,Metropolitana,2012,gasolina,automatico
FORD,EXPLORER,11.49,105000,2.0,Metropolitana,2015,gasolina,automatico
BMW,120I,11.99,77000,1.6,Metropolitana,2016,gasolina,mecanico
FORD,F-150,24.99,153000,6.2,Metropolitana,2015,gasolina,automatico
BMW,X1,11.99,127000,2.0,Metropolitana,2013,gasolina,automatico
OPEL,CORSA,12.19,100000,1.6,Metropolitana,2017,gasolina,mecanico
SEAT,IBIZA,12.99,19000,1.6,Metropolitana,2022,gasolina,mecanico
TOYOTA,4RUNNER,23.99,147000,4.0,Metropolitana,2018,gasolina,automatico
FIAT,500X,12.49,65000,1.4,Metropolitana,2019,gasolina,automatico
SUBARU,XV,25.99,9000,2.0,Metropolitana,2023,hibrido,automatico
VOLVO,S60,12.99,112000,2.0,Metropolitana,2018,diesel,automatico
VOLKSWAGEN,POLO,12.99,26000,1.6,Metropolitana,2021,gasolina,automatico
FORD,EDGE,12.99,111000,3.5,Metropolitana,2015,gasolina,automatico
BMW,X6,20.97,131000,3.0,Metropolitana,2011,gasolina,automatico
FIAT,500X,13.49,60000,1.4,Metropolitana,2020,gasolina,automatico
CHEVROLET,COLORADO,29.9,29000,,Metropolitana,2022,diesel,automatico
TOYOTA,4RUNNER,21.99,147000,4.0,Metropolitana,2012,gasolina,
MAXUS,T60,11.99,144998,2.8,Los Lagos,2018,diesel,automatico
VOLKSWAGEN,GOLF,12.17,104653,1.4,Metropolitana,2018,gasolina,automatico
VOLKSWAGEN,JETTA,13.99,130000,1.4,Metropolitana,2019,gasolina,automatico
HUMMER,H3,14.78,112544,3.5,Metropolitana,2008,gasolina,automatico
M. BENZ,A200,13.99,65000,1.6,Metropolitana,2014,gasolina,mecanico
SUBARU,WRX,38.99,3000,2.5,Metropolitana,2022,gasolina,mecanico
AUDI,Q7,14.79,89000,3.6,Metropolitana,2008,gasolina,automatico
BMW,X6,31.99,89000,3.0,Metropolitana,2016,gasolina,automatico
MITSUBISHI,OUTLANDER,14.99,37000,2.0,Metropolitana,2022,gasolina,mecanico
M. BENZ,A35,34.99,41000,2.0,Metropolitana,2020,gasolina,automatico
TOYOTA,FJ,14.99,140000,4.0,Metropolitana,2008,gasolina,automatico
CITROEN,C3,13.45,20000,1.2,Metropolitana,2021,gasolina,automatico
TOYOTA,HILUX,15.49,133000,2.4,Metropolitana,2018,diesel,mecanico
FORD,MUSTANG,35.99,12000,5.0,Metropolitana,2021,gasolina,automatico
TOYOTA,HILUX,15.49,124000,2.8,Metropolitana,2018,diesel,mecanico
LAND ROVER,RANGE ROVER SPORT,31.99,101000,3.0,Metropolitana,2014,diesel,automatico
MITSUBISHI,MONTERO,15.49,210000,3.2,Metropolitana,2014,diesel,automatico
FORD,F-150,31.99,76000,3.5,Metropolitana,2019,gasolina,automatico
TOYOTA,RAV4,15.99,62000,2.0,Metropolitana,2018,gasolina,mecanico
MINI,COOPER,29.47,8482,2.0,Metropolitana,2023,gasolina,automatico
PEUGEOT,3008,15.99,98000,1.5,Metropolitana,2021,diesel,automatico
CHEVROLET,SILVERADO,39.97,60000,5.3,Metropolitana,2022,gasolina,automatico
MAZDA,BT-50,16.49,82000,2.2,Metropolitana,2020,diesel,mecanico
MAZDA,CX-5,16.99,37000,2.0,Metropolitana,2020,gasolina,
OPEL,MOKKA,16.99,5000,1.2,Metropolitana,2023,gasolina,mecanico
VOLKSWAGEN,BEETLE,16.99,36000,1.4,Metropolitana,2019,gasolina,automatico
LAND ROVER,DISCOVERY,18.97,210000,3.0,Metropolitana,2014,diesel,automatico
CHEVROLET,TAHOE,29.59,63000,5.3,Metropolitana,2017,gasolina,automatico
M. BENZ,E200,17.5,130000,2.0,Metropolitana,2015,gasolina,automatico
NISSAN,QASHQAI,14.47,65000,2.0,Metropolitana,2018,gasolina,automatico
NISSAN,QASHQAI,14.0,19000,2.0,Metropolitana,2020,gasolina,mecanico
PEUGEOT,5008,25.99,15700,1.6,Metropolitana,2021,gasolina,automatico
VOLKSWAGEN,GOLF,12.17,104653,1.4,Metropolitana,2018,gasolina,automatico
BMW,218,21.99,34000,1.5,Metropolitana,2020,gasolina,automatico
FORD,F150,34.97,116000,,Metropolitana,2020,gasolina,automatico
CITROEN,C4,6.99,113600,1.2,Biobío,2018,gasolina,mecanico
SEAT,LEON,22.99,35000,2.0,Metropolitana,2021,gasolina,automatico
DODGE,JOURNEY,10.59,122528,2.4,Metropolitana,2015,gasolina,automatico
TOYOTA,4RUNNER,23.99,147000,4.0,Metropolitana,2018,gasolina,automatico
VOLKSWAGEN,AMAROK,22.19,120660,2.0,Metropolitana,2019,diesel,automatico
M. BENZ,A250,24.49,60000,2.0,Metropolitana,2019,gasolina,automatico
HAVAL ,H6,14.99,25000,2.0,Biobío,2022,gasolina,automatico
HYUNDAI,VENUE,10.99,39000,1.6,Metropolitana,2020,gasolina,automatico
CHEVROLET,TRAVERSE,24.99,95000,3.6,Metropolitana,2021,gasolina,automatico
PEUGEOT,301,8.99,131535,1.6,Biobío,2021,diesel,mecanico
SUBARU,XV,25.99,9000,2.0,Metropolitana,2023,hibrido,automatico
HONDA,CIVIC,14.49,105000,1.8,Metropolitana,2016,gasolina,automatico
M. BENZ,C300,26.99,66000,2.0,Metropolitana,2019,diesel,automatico
NISSAN,MURANO,26.99,57000,3.5,Metropolitana,2012,gasolina,automatico
BMW,X3,28.89,36000,2.0,Metropolitana,2018,diesel,automatico
MINI,COOPER,28.99,26000,2.0,Metropolitana,2021,gasolina,automatico
JEEP,GRAND CHEROKEE,9.99,194395,3.6,Biobío,2014,gasolina,automatico
HONDA,PILOT,28.99,45000,3.5,Metropolitana,2020,gasolina,automatico
JEEP,WRANGLER,29.49,136000,3.6,Metropolitana,2019,gasolina,automatico
TOYOTA,YARIS,6.58,104000,1.5,Metropolitana,2014,gasolina,automatico
M. BENZ,S500,20.97,130000,,Metropolitana,2009,gasolina,automatico
HONDA,ACCORD,17.97,69000,3.5,Metropolitana,2016,gasolina,automatico
BMW,318,16.97,102000,1.5,Metropolitana,2017,gasolina,automatico
HYUNDAI,SANTA FE,15.97,59000,2.4,Metropolitana,2017,,
VOLKSWAGEN,GOLF,12.17,104653,1.4,Metropolitana,2018,gasolina,automatico
SUBARU,WRX,38.99,3000,2.5,Metropolitana,2022,gasolina,mecanico
PEUGEOT,3008,18.9,52200,,Metropolitana,2019,gasolina,automatico
TOYOTA,LAND CRUISER PRADO,39.99,26000,4.0,Metropolitana,2022,gasolina,automatico
FORD,ECOSPORT,11.29,65846,1.5,Metropolitana,2021,gasolina,automatico
LAND ROVER,DISCOVERY,32.98,53408,3.0,Metropolitana,2018,gasolina,automatico
DS,DS4,29.5,1600,1.5,Metropolitana,2023,diesel,automatico
SUZUKI,VITARA,14.49,83300,1.4,Metropolitana,2019,gasolina,automatico
TOYOTA,4RUNNER,23.89,120900,4.0,Metropolitana,2016,gasolina,automatico
FORD,ESCAPE,6.99,227000,,Metropolitana,2009,gasolina,automatico
FORD,F-150,38.49,19383,,Metropolitana,2020,gasolina,automatico
HONDA,PILOT,11.69,183000,3.5,Maule,2012,gasolina,automatico
MAZDA,CX-5,12.99,83000,2.0,Metropolitana,2013,gasolina,automatico
TOYOTA,YARIS,6.58,104000,1.5,Metropolitana,2014,gasolina,automatico
CHERY,TIGGO 7 PRO,14.5,9500,1.5,Metropolitana,2022,gasolina,automatico
VOLKSWAGEN,GOLF,12.17,104653,1.4,Metropolitana,2018,gasolina,automatico
JEEP,CHEROKEE,13.5,90000,3.2,Metropolitana,2017,gasolina,automatico
TOYOTA,RAV4,12.5,126000,2.0,Metropolitana,2016,gasolina,automatico
JAC,S4,12.5,80000,,Metropolitana,2021,gasolina,automatico
