id;enlace;titulo;marca;modelo;motor;combustible;kilometraje;transmision;precio;localidad;region
CL-AD-14735282;https://www.chileautos.cl/vehiculos/detalles/2013-mazda-6-2-0-skyactiv-g-le-auto/CL-AD-14735282/?Cr=0&gts=CL-AD-14735282&gtsSaleId=CL-AD-14735282&gtsViewType=showcase&rankingType=showcase;2013 Mazda 6 2.0 Skyactiv-G LE Auto;MAZDA;MAZDA6;20;Bencina;103900;Automatica;10000000.0;Puente Alto;
CL-AD-15499247;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-bt-50-3-2-dsl-sdx-auto-hi-rider-4wd/CL-AD-15499247/?Cr=0&gts=CL-AD-15499247&gtsSaleId=CL-AD-15499247&gtsViewType=showcase&rankingType=showcase;2020 Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD;MAZDA;BT-50;32;Diesel;92000;Automatica;20900000.0;Vitacura;
CL-AD-15185232;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-bt-50-2-2-dsl-manual-sdx-4wd/CL-AD-15185232/?Cr=0&gts=CL-AD-15185232&gtsSaleId=CL-AD-15185232&gtsViewType=showcase&rankingType=showcase;2019 Mazda Bt-50 2.2 DSL Manual SDX 4WD;MAZDA;BT-50;22;Diesel;94000;Manual;21700000.0;Galvarino; Araucania
CL-AD-15158840;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-3-sport/CL-AD-15158840/?Cr=0&gts=CL-AD-15158840&gtsSaleId=CL-AD-15158840&gtsViewType=showcase&rankingType=showcase;2020 Mazda 3 Sport;;;;Bencina;25000;Automatica;19800000.0;Vina del Mar; Valparaiso
CP-AD-8267126;https://www.chileautos.cl/vehiculos/detalles/2013-mazda-2-1-5-v/CP-AD-8267126/?Cr=0;2013 Mazda 2 1.5 V;MAZDA;MAZDA2;15;Bencina;61450;Manual;7390000.0;;
CP-AD-8272121;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-3-2-0-skyactiv-g-auto-v-hb/CP-AD-8272121/?Cr=1;2020 Mazda 3 2.0 Skyactiv-G Auto V HB;MAZDA;MAZDA3;20;Bencina;54731;Automatica;14990000.0;Araucania;
CP-AD-8263708;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-cx-30-2-0-s-skyactive-g/CP-AD-8263708/?Cr=2;2021 Mazda Cx-30 2.0 S Skyactive-G;MAZDA;CX-30;20;Bencina;35000;Manual;16280000.0;;
GI-AD-314918;https://www.chileautos.cl/vehiculos/detalles/mazda-3-2021-2-0-v-7g-at/GI-AD-314918/?Cr=3;Mazda 3 2021 2.0 V 7G AT;;;;Bencina;25179;Automatica;17990000.0;;
GI-AD-470450;https://www.chileautos.cl/vehiculos/detalles/mazda-cx-5-2019-2-0-r-awd-6mt-5p/GI-AD-470450/?Cr=4;Mazda Cx-5 2019 2.0 R AWD 6MT 5P;;;;Bencina;63100;Manual;15690000.0;;
GI-AD-476661;https://www.chileautos.cl/vehiculos/detalles/mazda-3-2021-2-0-s-6mt-4p/GI-AD-476661/?Cr=5;Mazda 3 2021 2.0 S 6MT 4P;;;;Bencina;49812;Manual;13290000.0;Araucania;
GI-AD-476124;https://www.chileautos.cl/vehiculos/detalles/mazda-2-2019-1-5-sport-s-mt-5p/GI-AD-476124/?Cr=6;Mazda 2 2019 1.5 SPORT S MT 5P;;;;Bencina;94481;Manual;9990000.0;;
GI-AD-465949;https://www.chileautos.cl/vehiculos/detalles/mazda-cx-5-2022-2-0-r-car-audio-6mt-5p/GI-AD-465949/?Cr=7;Mazda Cx-5 2022 2.0 R CAR AUDIO 6MT 5P;;;;Bencina;17947;Manual;18490000.0;;
CP-AD-8275579;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-sport-v-sr-2-0-at/CP-AD-8275579/?Cr=8;2018 Mazda 3 Sport V SR 2.0 AT;;;;Bencina;65477;Automatica;12895750.0;;
CP-AD-8272322;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-bt-50-3-2-dsl-sdx-auto-hi-rider-4wd/CP-AD-8272322/?Cr=9;2021 Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD;MAZDA;BT-50;32;Diesel;31000;Automatica;24990000.0;;
CP-AD-8265206;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CP-AD-8265206/?Cr=10;2019 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;72000;Automatica;18900000.0;;
CP-AD-8249148;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-5-2-0-skyactiv-r-auto/CP-AD-8249148/?Cr=11;2018 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;45766;Automatica;16598400.0;;
CP-AD-8263131;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-bt-50-2-2-dsl-dx/CP-AD-8263131/?Cr=12;2015 Mazda Bt-50 2.2 DSL DX;MAZDA;BT-50;22;Diesel;217245;Manual;12980000.0;;
CP-AD-8252334;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-3-2-0-gt-auto-skyactive-4wd/CP-AD-8252334/?Cr=13;2016 Mazda Cx-3 2.0 GT Auto Skyactive 4WD;MAZDA;CX-3;20;Bencina;71700;Automatica;13500000.0;;
GI-AD-494383;https://www.chileautos.cl/vehiculos/detalles/mazda-3-sport-2016-2-5-sport-gt-sr-gps-at-5p/GI-AD-494383/?Cr=14;Mazda 3 Sport 2016 2.5 SPORT GT SR GPS AT 5P;;;;Bencina;117677;Automatica;9990000.0;;
GI-AD-493439;https://www.chileautos.cl/vehiculos/detalles/mazda-cx-3-2017-all-new-cx3-r-2-0-6mt/GI-AD-493439/?Cr=15;Mazda Cx-3 2017 ALL NEW CX3 R 2.0 6MT;;;;Bencina;106891;Manual;10990000.0;Araucania;
CP-AD-8270283;https://www.chileautos.cl/vehiculos/detalles/2022-mazda-cx-30-2-0-v-auto-skyactive-g/CP-AD-8270283/?Cr=16;2022 Mazda Cx-30 2.0 V Auto Skyactive-G;MAZDA;CX-30;20;Bencina;30152;Automatica;19990000.0;Araucania;
CP-AD-8274817;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-3-2-5-auto-skyactiv-g-gtx/CP-AD-8274817/?Cr=17;2021 Mazda 3 2.5 Auto Skyactiv-G GTX;MAZDA;MAZDA3;25;Bencina;51000;Automatica;18590000.0;;
CP-AD-8276957;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-0-skyactiv-r-auto/CP-AD-8276957/?Cr=18;2016 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;103000;Automatica;12390000.0;;
CP-AD-8279594;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-9-2-5-gt-auto-4wd/CP-AD-8279594/?Cr=19;2018 Mazda Cx-9 2.5 GT Auto 4WD;MAZDA;CX-9;25;Bencina;41300;Automatica;17490000.0;;
GI-AD-465057;https://www.chileautos.cl/vehiculos/detalles/mazda-3-sport-2019-mazda-3-sport-gt-hatchback-2-5-mt/GI-AD-465057/?Cr=20;Mazda 3 Sport 2019 MAZDA 3 SPORT GT HATCHBACK 2.5 MT;;;;Bencina;47154;Manual;16490000.0;Araucania;
GI-AD-490351;https://www.chileautos.cl/vehiculos/detalles/mazda-cx-5-2017-2-0-r-6mt-5p/GI-AD-490351/?Cr=21;Mazda Cx-5 2017 2.0 R 6MT 5P;;;;Bencina;89501;Manual;12490000.0;Bio Bio;
GI-AD-440385;https://www.chileautos.cl/vehiculos/detalles/mazda-3-sedan-2019-1-6-s-sedan-5mt-4p/GI-AD-440385/?Cr=22;Mazda 3 Sedan 2019 1.6 S SEDAN 5MT 4P;;;;Bencina;58865;Manual;11990000.0;;
GI-AD-505955;https://www.chileautos.cl/vehiculos/detalles/mazda-5-2016-v-2-0/GI-AD-505955/?Cr=23;Mazda 5 2016 V 2.0;;;;Bencina;63200;Automatica;8490000.0;;
CP-AD-8246028;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5-2-0-skyactiv-r-auto/CP-AD-8246028/?Cr=24;2014 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;173000;Automatica;9990000.0;;
CP-AD-8223734;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-5-2-0-mav-v-auto/CP-AD-8223734/?Cr=25;2018 Mazda 5 2.0 MAV V Auto;MAZDA;MAZDA5;20;Bencina;53000;Automatica;10900000.0;;
GI-AD-455110;https://www.chileautos.cl/vehiculos/detalles/mazda-5-2017-2-0-minivan-sunroof-6mt-p/GI-AD-455110/?Cr=26;Mazda 5 2017 2.0 MINIVAN SUNROOF 6MT P;;;;Bencina;108623;Manual;8690000.0;Los Rios;
CP-AD-8270355;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-2-0-auto-skyactiv-g-v-sr/CP-AD-8270355/?Cr=27;2017 Mazda 3 2.0 Auto Skyactiv-G V SR;MAZDA;MAZDA3;20;Bencina;128000;Automatica;11900000.0;;
CP-AD-8259669;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-3-2-5-skyactiv-g-gt/CP-AD-8259669/?Cr=28;2016 Mazda 3 2.5 Skyactiv-G GT;MAZDA;MAZDA3;25;Bencina;128000;Manual;11990000.0;;
CP-AD-8276882;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CP-AD-8276882/?Cr=29;2014 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;158000;Automatica;10980000.0;;
CP-AD-8268874;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-cx-3-r-2-0/CP-AD-8268874/?Cr=30;2019 Mazda Cx-3 R 2.0;;;;Bencina;57000;Manual;12990000.0;Bio Bio;
CP-AD-8279980;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-cx-5-2-0-skyactiv-r-auto/CP-AD-8279980/?Cr=31;2021 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;34000;Automatica;18960000.0;;
GI-AD-489576;https://www.chileautos.cl/vehiculos/detalles/mazda-3-2018-new-2-5/GI-AD-489576/?Cr=32;Mazda 3 2018 NEW  2.5;;;;Bencina;33954;Manual;14890000.0;Los Lagos;
CP-AD-8261444;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-cx-5-2-0-skyactiv-r-auto/CP-AD-8261444/?Cr=33;2015 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;91250;Automatica;12790000.0;;
GI-AD-457157;https://www.chileautos.cl/vehiculos/detalles/mazda-2-sedan-2019-1-5-v-sedan-6mt-4p/GI-AD-457157/?Cr=34;Mazda 2 Sedan 2019 1.5 V SEDAN 6MT 4P;;;;Bencina;70519;Manual;10570000.0;;
CP-AD-8279984;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-cx-30-2-5-gtx-auto-skyactive-g-4wd/CP-AD-8279984/?Cr=35;2021 Mazda Cx-30 2.5 GTX Auto Skyactive-G 4WD;MAZDA;CX-30;25;Bencina;36000;Automatica;22960000.0;;
CP-AD-8273285;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-gt-2-5-sedan/CP-AD-8273285/?Cr=36;2018 Mazda 3 GT 2.5 SEDAN;;;;Bencina;27400;Automatica;14970000.0;;
CL-AD-13327534;https://www.chileautos.cl/vehiculos/detalles/2011-mazda-6-2-5-r-auto/CL-AD-13327534/?Cr=37;2011 Mazda 6 2.5 R Auto;MAZDA;MAZDA6;25;Bencina;168000;Automatica;8700000.0;Valparaiso; Valparaiso
CL-AD-14210986;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-1-6-s-auto/CL-AD-14210986/?Cr=38;2017 Mazda 3 1.6 S Auto;MAZDA;MAZDA3;16;Bencina;63200;Automatica;11200000.0;La Reina;
CL-AD-12337596;https://www.chileautos.cl/vehiculos/detalles/2012-mazda-cx-9/CL-AD-12337596/?Cr=39;2012 Mazda Cx-9;;;;Bencina;215000;Automatica;8000000.0;Chillan; Nuble
GI-AD-489328;https://www.chileautos.cl/vehiculos/detalles/mazda-bt-50-2020-bt-50-dc-2-2-4x4-diesel/GI-AD-489328/?Cr=40;Mazda Bt-50 2020 BT-50 DC 2.2 4x4 DIESEL;;;;Diesel;165000;Manual;17590000.0;Bio Bio;
GI-AD-448350;https://www.chileautos.cl/vehiculos/detalles/mazda-3-2020-3-2-0-v-6mt-4p-sdn/GI-AD-448350/?Cr=41;MAZDA 3 2020 3 2.0 V 6MT 4P SDN;;;;Bencina;69806;Manual;14190000.0;;
CP-AD-8270348;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-5-2-0-mav-v-auto/CP-AD-8270348/?Cr=42;2019 Mazda 5 2.0 MAV V Auto;MAZDA;MAZDA5;20;Bencina;81000;Automatica;11690000.0;;
CL-AD-15686533;https://www.chileautos.cl/vehiculos/detalles/2013-mazda-5-2-0-mav-v-auto/CL-AD-15686533/?Cr=43;2013 Mazda 5 2.0 MAV V Auto;MAZDA;MAZDA5;20;Bencina;84400;Automatica;9990000.0;Las Condes;
GI-AD-471024;https://www.chileautos.cl/vehiculos/detalles/mazda-cx-5-2016-new-cx-5-gt-4x4-2-0-aut/GI-AD-471024/?Cr=44;MAZDA CX-5 2016 NEW CX 5 GT 4X4 2.0 AUT;;;;Bencina;118878;Automatica;15590000.0;;
GI-AD-440368;https://www.chileautos.cl/vehiculos/detalles/mazda-3-sedan-2018-2-0-v-6mt-4p/GI-AD-440368/?Cr=45;Mazda 3 Sedan 2018 2.0 V 6MT 4P;;;;Bencina;87000;Manual;11690000.0;;
CP-AD-8249483;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5-2-0-skyactiv-r-auto/CP-AD-8249483/?Cr=46;2014 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;135000;Automatica;11750000.0;Valparaiso;
CL-AD-15623322;https://www.chileautos.cl/vehiculos/detalles/2013-mazda-3-sport/CL-AD-15623322/?Cr=47;2013 Mazda 3 Sport;;;;Bencina;125000;Manual;7000000.0;Lo Barnechea;
CL-AD-13840774;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CL-AD-13840774/?Cr=48;2016 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD;MAZDA;CX-5;20;Bencina;102000;Automatica;15000000.0;Villa Alemana;Valparaiso
CP-AD-8220465;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5-2-0-skyactiv-automatico/CP-AD-8220465/?Cr=49;2014 Mazda Cx-5 2.0 SKYACTIV AUTOMATICO;;;;Bencina;200000;Automatica;9500000.0;;
CL-AD-15275779;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-bt-50/CL-AD-15275779/?Cr=50;2018 Mazda Bt-50;;;;Diesel (petroleo);137000;Automatica;19890000.0;Las Condes;
CP-AD-8266561;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-3-sport-2-0-mec/CP-AD-8266561/?Cr=51;2020 Mazda 3 Sport 2.0 MEC;;;;Bencina;38000;Manual;14990000.0;;
CP-AD-8265912;https://www.chileautos.cl/vehiculos/detalles/2023-mazda-3-2-5-auto-skyactiv-g-gtx-hb/CP-AD-8265912/?Cr=52;2023 Mazda 3 2.5 Auto Skyactiv-G GTX HB;MAZDA;MAZDA3;25;Bencina;6000;Automatica;24990000.0;;
GI-AD-466114;https://www.chileautos.cl/vehiculos/detalles/mazda-3-sport-2019-2-0-sport-at/GI-AD-466114/?Cr=53;Mazda 3 Sport 2019 2.0 SPORT AT;;;;Bencina;32115;Automatica;14890000.0;;
CP-AD-8271002;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-3-2-5-skyactiv-g-gt-auto/CP-AD-8271002/?Cr=54;2016 Mazda 3 2.5 Skyactiv-G GT Auto;MAZDA;MAZDA3;25;Bencina;60100;Automatica;13790000.0;;
CP-AD-8270532;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-3-2-5-gt-bose-at/CP-AD-8270532/?Cr=55;2020 Mazda 3 2.5 GT BOSE AT;;;;Bencina;69000;Automatica;16580000.0;;
CP-AD-8270651;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-2-0-skyactiv-g-v-auto/CP-AD-8270651/?Cr=56;2018 Mazda 3 2.0 Skyactiv-G V Auto;MAZDA;MAZDA3;20;Bencina;77500;Automatica;12990000.0;;
CL-AD-14174215;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-2-5-skyactiv-g-gt-auto/CL-AD-14174215/?Cr=57;2017 Mazda 3 2.5 Skyactiv-G GT Auto;MAZDA;MAZDA3;25;Bencina;70000;Automatica;15900000.0;Huechuraba;
CP-AD-8215772;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-cx-5-2-0-manual-skyactiv-r/CP-AD-8215772/?Cr=58;2021 Mazda Cx-5 2.0 Manual Skyactiv R;MAZDA;CX-5;20;Bencina;29000;Manual;19990000.0;Araucania;
CP-AD-8265421;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-1-6-s-auto/CP-AD-8265421/?Cr=59;2017 Mazda 3 1.6 S Auto;MAZDA;MAZDA3;16;Bencina;99900;Automatica;10400000.0;;
CP-AD-8277331;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-3-1-6-sport-v-bt/CP-AD-8277331/?Cr=60;2014 Mazda 3 1.6 Sport V BT;MAZDA;MAZDA3;16;Bencina;139000;Manual;7490000.0;;
CP-AD-8279065;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-cx-5-2-0-skyactiv-r-auto/CP-AD-8279065/?Cr=61;2017 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;95000;Automatica;12990000.0;;
GI-AD-491897;https://www.chileautos.cl/vehiculos/detalles/mazda-cx-3-2020-r-2-0-aut/GI-AD-491897/?Cr=62;Mazda Cx-3 2020 R 2.0 AUT;;;;Bencina;37160;Automatica;15790000.0;Antofagasta;
GI-AD-426846;https://www.chileautos.cl/vehiculos/detalles/mazda-6-2017-new-gt-2-2-aut-diesel/GI-AD-426846/?Cr=63;MAZDA 6 2017 NEW GT 2.2 AUT - DIESEL;;;;Diesel;92401;Automatica;13990000.0;Nuble;
CP-AD-8277601;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5-2-0-skyactiv-r/CP-AD-8277601/?Cr=64;2014 Mazda Cx-5 2.0 Skyactiv R;MAZDA;CX-5;20;Bencina;116000;Manual;10480000.0;;
CL-AD-15491088;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-5/CL-AD-15491088/?Cr=65;2018 Mazda Cx-5;;;;Bencina;112000;Automatica;15800000.0;Temuco; Araucania
CP-AD-8279205;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CP-AD-8279205/?Cr=66;2021 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD;MAZDA;CX-5;20;Bencina;35624;Automatica;24490000.0;OHiggins;
CP-AD-8275759;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-0-skyactiv-r-auto/CP-AD-8275759/?Cr=67;2016 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;51421;Automatica;13450000.0;;
CL-AD-15149095;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5/CL-AD-15149095/?Cr=68;2014 Mazda Cx-5;;;;Bencina;151000;Automatica;12990000.0;Llanquihue; Los Lagos
CL-AD-15843360;https://www.chileautos.cl/vehiculos/detalles/2013-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CL-AD-15843360/?Cr=69;2013 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;129392;Automatica;9800000.0;Quilpue;
CP-AD-8090078;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-mx-5-skyactiv-all-new-2-0/CP-AD-8090078/?Cr=70;2016 Mazda Mx-5  SkyActiv All New 2.0;;;;Bencina;37620;Automatica;18990000.0;;
CL-AD-15337284;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-2-5-auto-skyactiv-g-gt-a-bose/CL-AD-15337284/?Cr=71;2018 Mazda 3 2.5 Auto Skyactiv-G GT A. Bose;MAZDA;MAZDA3;25;Bencina;50000;Automatica;14590000.0;Vina del Mar; Valparaiso
CP-AD-8278741;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-bt-50-dcab-sdx-4x4-3-2-at/CP-AD-8278741/?Cr=72;2014 Mazda Bt-50 Dcab SDX 4x4 3.2 AT;;;;Diesel;139000;Automatica;13980000.0;;
CL-AD-13742262;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-cx-5-2-0-manual-skyactiv-r-4wd/CL-AD-13742262/?Cr=73;2017 Mazda Cx-5 2.0 Manual Skyactiv R 4WD;MAZDA;CX-5;20;Bencina;72000;Manual;15690000.0;Temuco; Araucania
CL-AD-15716730;https://www.chileautos.cl/vehiculos/detalles/2013-mazda-cx-5-2-0-syactiv-r-auto-4wd/CL-AD-15716730/?Cr=74;2013 Mazda Cx-5 2.0 Syactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;93000;Automatica;12000000.0;La Reina;
CL-AD-15788833;https://www.chileautos.cl/vehiculos/detalles/2011-mazda-cx-7-r-2wd/CL-AD-15788833/?Cr=75;2011 Mazda Cx-7 R 2WD;MAZDA;CX-7;25;Bencina;154000;Automatica;7200000.0;Colina;
CP-AD-8227466;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-sport-gt-2-5/CP-AD-8227466/?Cr=76;2017 Mazda 3 Sport GT 2.5;;;;Bencina;59700;Automatica;14780000.0;;
CL-AD-15761110;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-6-2-0-skyactiv-g-v-auto/CL-AD-15761110/?Cr=77;2018 Mazda 6 2.0 Skyactiv-G V Auto;MAZDA;MAZDA6;20;Bencina;94000;Automatica;13990000.0;Santiago;
CL-AD-15420709;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-3-2-0-manual-skyactiv-g-v/CL-AD-15420709/?Cr=78;2019 Mazda 3 2.0 Manual Skyactiv-G V;MAZDA;MAZDA3;20;Bencina;49000;Manual;13700000.0;Antofagasta; Antofagasta
CP-AD-8274133;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-2-0-manual-skyactiv-g-v/CP-AD-8274133/?Cr=79;2018 Mazda 3 2.0 Manual Skyactiv-G V;MAZDA;MAZDA3;20;Bencina;97000;Manual;10490000.0;;
CP-AD-8272105;https://www.chileautos.cl/vehiculos/detalles/2022-mazda-cx-5-gt-2-5-awd/CP-AD-8272105/?Cr=80;2022 Mazda Cx-5 GT 2.5 AWD;;;;Bencina;19300;Automatica;25990000.0;;
CL-AD-15591900;https://www.chileautos.cl/vehiculos/detalles/2022-mazda-3-2-0-skyactiv-g-v/CL-AD-15591900/?Cr=81;2022 Mazda 3 2.0 Skyactiv-G V;MAZDA;MAZDA3;20;Bencina;9560;Manual;17490000.0;Las Condes;
CL-AD-14133596;https://www.chileautos.cl/vehiculos/detalles/2010-mazda-3-sport/CL-AD-14133596/?Cr=82;2010 Mazda 3 Sport;;;;Bencina;271000;Manual;6800000.0;San Joaquin;
CP-AD-8259013;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-3-2-5-gt-hb-automatico/CP-AD-8259013/?Cr=83;2020 Mazda 3 2.5 GT HB Automatico;;;;Bencina;85000;Automatica;15490000.0;;
CL-AD-15638115;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-5-2-0-skyactiv-r-auto/CL-AD-15638115/?Cr=84;2018 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;80000;Automatica;13900000.0;Independencia;
CP-AD-8273397;https://www.chileautos.cl/vehiculos/detalles/2022-mazda-cx-9-2-5-r-auto-ipm/CP-AD-8273397/?Cr=85;2022 Mazda Cx-9 2.5 R Auto IPM;MAZDA;CX-9;25;Bencina;16000;Automatica;26490000.0;Bio Bio;
CL-AD-14814235;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-3-2-0-skyactiv-g-v/CL-AD-14814235/?Cr=86;2015 Mazda 3 2.0 Skyactiv-G V;MAZDA;MAZDA3;20;Bencina;124000;Manual;10600000.0;Concepcion; Bio Bio
CP-AD-8275874;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-3-2-0-skyactiv-g-auto-v-hb/CP-AD-8275874/?Cr=87;2020 Mazda 3 2.0 Skyactiv-G Auto V HB;MAZDA;MAZDA3;20;Bencina;38500;Automatica;16490000.0;;
CL-AD-14687280;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-cx-5-2-5-skyactiv-gt-auto-4wd/CL-AD-14687280/?Cr=88;2015 Mazda Cx-5 2.5 Skyactiv GT Auto 4WD;MAZDA;CX-5;25;Bencina;93000;Automatica;14950000.0;Puente Alto;
CL-AD-15445025;https://www.chileautos.cl/vehiculos/detalles/2010-mazda-rx-8/CL-AD-15445025/?Cr=89;2010 Mazda Rx-8;;;;Bencina;55200;Manual;15000000.0;Copiapo; Atacama
CL-AD-13651759;https://www.chileautos.cl/vehiculos/detalles/2022-mazda-cx-5-2-0-core-auto/CL-AD-13651759/?Cr=90;2022 Mazda Cx-5 2.0 Core Auto;MAZDA;CX-5;20;Bencina;1700;Automatica;25000000.0;La Union; Los Rios
CL-AD-15302560;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-9-2-5-r-auto-4wd/CL-AD-15302560/?Cr=91;2018 Mazda Cx-9 2.5 R Auto 4WD;MAZDA;CX-9;25;Bencina;60000;Automatica;23990000.0;Las Condes;
CL-AD-15816096;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-cx-30-2-0-gtx-auto-skyactive-g/CL-AD-15816096/?Cr=92;2021 Mazda Cx-30 2.0 GTX Auto Skyactive-G;MAZDA;CX-30;20;Bencina;48000;Automatica;20500000.0;Chillan; Nuble
CL-AD-12519224;https://www.chileautos.cl/vehiculos/detalles/2009-mazda-cx-9/CL-AD-12519224/?Cr=93;2009 Mazda Cx-9;;;;Bencina;157000;Automatica;8000000.0;Panguipulli; Los Rios
CL-AD-14011115;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-6-2-0-skyactiv-g-v/CL-AD-14011115/?Cr=94;2016 Mazda 6 2.0 Skyactiv-G V;MAZDA;MAZDA6;20;Bencina;145000;Manual;10200000.0;La Florida;
CL-AD-11640662;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-3-sport/CL-AD-11640662/?Cr=95;2015 Mazda 3 Sport;;;;Bencina;150000;Manual;9600000.0;Los Angeles; Bio Bio
CL-AD-14562224;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-cx-5-2-0-manual-skyactiv-r/CL-AD-14562224/?Cr=96;2020 Mazda Cx-5 2.0 Manual Skyactiv R;MAZDA;CX-5;20;Bencina;22000;Manual;18500000.0;Las Condes;
CL-AD-14944329;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5/CL-AD-14944329/?Cr=97;2014 Mazda Cx-5;;;;Bencina;99100;Automatica;14950000.0;Las Condes;
CL-AD-14912869;https://www.chileautos.cl/vehiculos/detalles/2022-mazda-3-2-0-skyactiv-g-v/CL-AD-14912869/?Cr=98;2022 Mazda 3 2.0 Skyactiv-G V;MAZDA;MAZDA3;20;Bencina;11000;Manual;17000000.0;Pucon; Araucania
