id;enlace;titulo;marca;modelo;motor;combustible;kilometraje;transmision;precio;localidad;region
CL-AD-14424727;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-3/CL-AD-14424727/?Cr=519;2016 Mazda Cx-3;;;;Bencina;100000;Manual;12000000.0;Quillota; Valparaiso
CL-AD-11955730;https://www.chileautos.cl/vehiculos/detalles/2013-mazda-3-sport/CL-AD-11955730/?Cr=520;2013 Mazda 3 Sport;;;;Bencina;93000;Manual;7000000.0;Lo Espejo;
CL-AD-14454137;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CL-AD-14454137/?Cr=521;2017 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD;MAZDA;CX-5;20;Bencina;84000;Automatica;17500000.0;Colina;
CL-AD-15212812;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-2-diesel-skyactiv-gt-auto-4wd/CL-AD-15212812/?Cr=522;2016 Mazda Cx-5 2.2 Diesel Skyactiv GT Auto 4WD;MAZDA;CX-5;22;Diesel;101000;Automatica;16500000.0;Pirque;
CL-AD-14574084;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-r-2-0-at/CL-AD-14574084/?Cr=523;2016 Mazda Cx-5 R 2.0 AT;;;;Bencina;70000;Automatica;15000000.0;Vina del Mar; Valparaiso
CL-AD-14578760;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-3-sport/CL-AD-14578760/?Cr=524;2015 Mazda 3 Sport;;;;Bencina;140000;Manual;10800000.0;Vina del Mar; Valparaiso
CL-AD-14518132;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-sport/CL-AD-14518132/?Cr=525;2017 Mazda 3 Sport;;;;Bencina;33000;Automatica;13700000.0;Nunoa;
CL-AD-14679784;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-3-2-0-skyactiv-g-v-sr/CL-AD-14679784/?Cr=526;2016 Mazda 3 2.0 Skyactiv-G V SR;MAZDA;MAZDA3;20;Bencina;128000;Manual;10500000.0;San Miguel;
CL-AD-14684814;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-5-2-0-skyactiv-r-auto/CL-AD-14684814/?Cr=527;2018 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;62000;Automatica;17500000.0;Las Condes;
CL-AD-15496498;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-bt-50-2-2-dsl-manual-sdx-4wd/CL-AD-15496498/?Cr=528;2019 Mazda Bt-50 2.2 DSL Manual SDX 4WD;MAZDA;BT-50;22;Diesel;130000;Manual;16000000.0;Cabrero; Bio Bio
CL-AD-15171640;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CL-AD-15171640/?Cr=529;2017 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;62735;Automatica;14600000.0;Copiapo; Atacama
CL-AD-14671601;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-6-2-0-skyactiv-g-v-auto/CL-AD-14671601/?Cr=530;2018 Mazda 6 2.0 Skyactiv-G V Auto;MAZDA;MAZDA6;20;Bencina;68000;Automatica;13900000.0;Quilicura;
CL-AD-15841940;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-2-sport-1-5/CL-AD-15841940/?Cr=531;2015 Mazda 2 SPORT 1.5;;;;Bencina;112985;Manual;6600000.0;La Reina;
CL-AD-15197859;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-3-2-0-skyactiv-g-v-auto/CL-AD-15197859/?Cr=532;2016 Mazda 3 2.0 Skyactiv-G V Auto;MAZDA;MAZDA3;20;Bencina;134000;Automatica;9500000.0;Puente Alto;
CL-AD-15238369;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-bt-50-3-2-dsl-sdx-auto-hi-rider-4wd/CL-AD-15238369/?Cr=533;2016 Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD;MAZDA;BT-50;32;Diesel;192000;Automatica;14450000.0;Colina;
CL-AD-15251822;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-2-0-auto-skyactiv-g-v-sr/CL-AD-15251822/?Cr=534;2017 Mazda 3 2.0 Auto Skyactiv-G V SR;MAZDA;MAZDA3;20;Bencina;45000;Automatica;15490000.0;Vitacura;
CL-AD-15581278;https://www.chileautos.cl/vehiculos/detalles/2012-mazda-3-sport/CL-AD-15581278/?Cr=535;2012 Mazda 3 Sport;;;;Bencina;138300;Manual;5200000.0;Macul;
CL-AD-15814648;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-2-0-skyactiv-g-v-auto/CL-AD-15814648/?Cr=536;2018 Mazda 3 2.0 Skyactiv-G V Auto;MAZDA;MAZDA3;20;Bencina;35000;Automatica;14500000.0;Quilpue;
CL-AD-14287893;https://www.chileautos.cl/vehiculos/detalles/2022-mazda-3-sport/CL-AD-14287893/?Cr=537;2022 Mazda 3 Sport;;;;Bencina;27000;Automatica;19000000.0;Vitacura;
CL-AD-15489994;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-2-0-manual-skyactiv-g-v/CL-AD-15489994/?Cr=538;2018 Mazda 3 2.0 Manual Skyactiv-G V;MAZDA;MAZDA3;20;Bencina;49600;Manual;11500000.0;Concepcion; Bio Bio
CL-AD-15522577;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-cx-5/CL-AD-15522577/?Cr=539;2017 Mazda Cx-5;;;;Bencina;77000;Automatica;14000000.0;Las Condes;
CL-AD-15703112;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CL-AD-15703112/?Cr=540;2014 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD;MAZDA;CX-5;20;Bencina;125000;Automatica;11000000.0;Colina;
CL-AD-15623974;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-2-5-skyactiv-g-gt-auto-a-bose/CL-AD-15623974/?Cr=541;2018 Mazda 3 2.5 Skyactiv-G GT Auto A. Bose;MAZDA;MAZDA3;25;Bencina;44500;Automatica;15490000.0;Las Condes;
CL-AD-15592052;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-2-1-5-v-auto-skyactive-sport/CL-AD-15592052/?Cr=542;2019 Mazda 2 1.5 V Auto Skyactive Sport;MAZDA;MAZDA2;15;Bencina;37000;Automatica;11690000.0;Las Condes;
CL-AD-15672779;https://www.chileautos.cl/vehiculos/detalles/2013-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CL-AD-15672779/?Cr=543;2013 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;116000;Automatica;10500000.0;Providencia;
CL-AD-15674210;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CL-AD-15674210/?Cr=544;2014 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;128500;Automatica;10500000.0;Temuco; Araucania
CL-AD-15685244;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-3/CL-AD-15685244/?Cr=545;2015 Mazda 3;;;;Bencina;110000;Automatica;13500000.0;Puchuncavi; Valparaiso
CL-AD-15432576;https://www.chileautos.cl/vehiculos/detalles/2012-mazda-3-sport/CL-AD-15432576/?Cr=546;2012 Mazda 3 Sport;;;;Bencina;106000;Manual;6450000.0;Las Condes;
CL-AD-15553790;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-bt-50/CL-AD-15553790/?Cr=547;2015 Mazda Bt-50;;;;Diesel (petroleo);244000;Automatica;13950000.0;Buin;
CL-AD-15068947;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-5/CL-AD-15068947/?Cr=548;2016 Mazda 5;;;;Bencina;99649;Automatica;9500000.0;Las Condes;
CL-AD-12516255;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-sport/CL-AD-12516255/?Cr=549;2017 Mazda 3 Sport;;;;Bencina;107000;Manual;13600000.0;Rengo; OHiggins
CL-AD-14368867;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-bt-50-2-2-dsl-manual-sdx-hi-rider/CL-AD-14368867/?Cr=550;2019 Mazda Bt-50 2.2 DSL Manual SDX Hi Rider;MAZDA;BT-50;22;Diesel;170000;Manual;16990000.0;Las Condes;
CP-AD-8216751;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-3-sport-serie-v/CP-AD-8216751/?Cr=551;2020 Mazda 3 Sport Serie V;;;;Bencina;37000;Manual;14490000.0;Bio Bio;
CL-AD-15692265;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-sport/CL-AD-15692265/?Cr=552;2018 Mazda 3 Sport;;;;Bencina;76000;Automatica;13000000.0;Pudahuel;
CL-AD-12829426;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CL-AD-12829426/?Cr=553;2017 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD;MAZDA;CX-5;20;Bencina;98000;Automatica;21000000.0;La Serena; Coquimbo
CL-AD-13539367;https://www.chileautos.cl/vehiculos/detalles/2012-mazda-3-sport/CL-AD-13539367/?Cr=554;2012 Mazda 3 Sport;;;;Bencina;148400;Manual;7350000.0;Providencia;
CL-AD-12551572;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-6-2-5-skyactiv-g-gt-auto/CL-AD-12551572/?Cr=555;2015 Mazda 6 2.5 Skyactiv-G GT Auto;MAZDA;MAZDA6;25;Bencina;130000;Automatica;12800000.0;Las Condes;
CL-AD-13090572;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-bt-50-2-2-dsl-manual-sdx/CL-AD-13090572/?Cr=556;2021 Mazda Bt-50 2.2 DSL Manual SDX;MAZDA;BT-50;22;Diesel;13000;Manual;27200000.0;Temuco; Araucania
CL-AD-13078570;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-3-sport/CL-AD-13078570/?Cr=557;2015 Mazda 3 Sport;;;;Bencina;45293;Manual;13200000.0;Nunoa;
CL-AD-13173411;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-6-2-0-skyactiv-g-v-auto-cu/CL-AD-13173411/?Cr=558;2014 Mazda 6 2.0 Skyactiv-G V Auto CU;MAZDA;MAZDA6;20;Bencina;71000;Automatica;13500000.0;La Reina;
CL-AD-13695884;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-sport/CL-AD-13695884/?Cr=559;2018 Mazda 3 Sport;;;;Bencina;82000;Automatica;13200000.0;Las Condes;
CL-AD-13313482;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CL-AD-13313482/?Cr=560;2021 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD;MAZDA;CX-5;20;Bencina;34000;Automatica;27500000.0;Pucon; Araucania
CL-AD-13445609;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5-2-0-skyactiv-r-auto/CL-AD-13445609/?Cr=561;2014 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;109400;Automatica;13500000.0;San Miguel;
CL-AD-13578621;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-bt-50/CL-AD-13578621/?Cr=562;2018 Mazda Bt-50;;;;Diesel (petroleo);130000;Manual;22850000.0;Las Condes;
CL-AD-13594072;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-cx-3-2-0-r-auto-skyactive/CL-AD-13594072/?Cr=563;2019 Mazda Cx-3 2.0 R Auto Skyactive;MAZDA;CX-3;20;Bencina;63000;Automatica;16500000.0;Isla de Maipo;
CL-AD-13691983;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-bt-50-2-2-dsl-manual-sdx-mm-4wd/CL-AD-13691983/?Cr=564;2020 Mazda Bt-50 2.2 DSL Manual SDX MM 4WD;MAZDA;BT-50;22;Diesel;52500;Manual;21990000.0;Huechuraba;
CL-AD-14776938;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-cx-5-2-0-skyactiv-r-auto/CL-AD-14776938/?Cr=565;2015 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;68000;Automatica;12800000.0;Penalolen;
CL-AD-15739630;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-2-1-5-v/CL-AD-15739630/?Cr=566;2014 Mazda 2 1.5 V;MAZDA;MAZDA2;15;Bencina;175000;Manual;6200000.0;Colina;
CL-AD-13729399;https://www.chileautos.cl/vehiculos/detalles/2012-mazda-cx-7-r-2wd-cu/CL-AD-13729399/?Cr=567;2012 Mazda Cx-7 R 2WD Cu;MAZDA;CX-7;25;Bencina;150000;Automatica;7450000.0;Penalolen;
CL-AD-13743006;https://www.chileautos.cl/vehiculos/detalles/2012-mazda-3-1-6-v/CL-AD-13743006/?Cr=568;2012 Mazda 3 1.6 V;MAZDA;MAZDA3;16;Bencina;83000;Manual;7000000.0;Macul;
CL-AD-15592651;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-2/CL-AD-15592651/?Cr=569;2015 Mazda 2;;;;Bencina;65000;Manual;7200000.0;La Florida;
CL-AD-13949658;https://www.chileautos.cl/vehiculos/detalles/2022-mazda-bt-50-3-0-dsl-4wd/CL-AD-13949658/?Cr=570;2022 Mazda Bt-50 3.0 DSL 4WD;MAZDA;BT-50;30;Diesel;5000;Manual;32000000.0;Las Condes;
CL-AD-14402279;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5-r-awd-2-0-aut/CL-AD-14402279/?Cr=571;2014 Mazda Cx-5 R AWD 2.0 AUT;;;;Bencina;163127;Automatica;9900000.0;;
CL-AD-14142793;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-cx-30-2-5-gtx-auto-skyactive-g-4wd/CL-AD-14142793/?Cr=572;2020 Mazda Cx-30 2.5 GTX Auto Skyactive-G 4WD;MAZDA;CX-30;25;Bencina;28000;Automatica;21000000.0;Maipu;
CL-AD-14403633;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-3-sport/CL-AD-14403633/?Cr=573;2016 Mazda 3 Sport;;;;Bencina;118000;Manual;10900000.0;Santiago;
CL-AD-14409777;https://www.chileautos.cl/vehiculos/detalles/2008-mazda-cx-7-2-3l-gt-auto-awd/CL-AD-14409777/?Cr=574;2008 Mazda Cx-7 2.3L GT AUTO AWD;MAZDA;CX-7;23;Bencina;175000;Automatica;8950000.0;Concepcion; Bio Bio
CL-AD-14963630;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-6-2-0-skyactiv-g-v-auto-cu/CL-AD-14963630/?Cr=575;2015 Mazda 6 2.0 Skyactiv-G V Auto CU;MAZDA;MAZDA6;20;Bencina;160000;Automatica;9800000.0;Macul;
CL-AD-14485068;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-2-0-skyactiv-g-v/CL-AD-14485068/?Cr=576;2017 Mazda 3 2.0 Skyactiv-G V;MAZDA;MAZDA3;20;Bencina;133000;Manual;10000000.0;Concepcion; Bio Bio
CL-AD-15843578;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-cx-5-2-0-skyactiv-r-auto/CL-AD-15843578/?Cr=577;2019 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;76200;Automatica;16990000.0;Las Condes;
CL-AD-14601140;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-bt-50-3-2-dsl-sdx-auto-hi-rider-4wd/CL-AD-14601140/?Cr=578;2018 Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD;MAZDA;BT-50;32;Diesel;203000;Automatica;16500000.0;Lo Barnechea;
CL-AD-14611427;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-3-1-6-s-auto/CL-AD-14611427/?Cr=579;2014 Mazda 3 1.6 S Auto;MAZDA;MAZDA3;16;Bencina;119300;Automatica;9000000.0;Temuco; Araucania
CL-AD-14756787;https://www.chileautos.cl/vehiculos/detalles/2011-mazda-6/CL-AD-14756787/?Cr=580;2011 Mazda 6;;;;Bencina;154900;Manual;6700000.0;Curacavi;
CL-AD-15093493;https://www.chileautos.cl/vehiculos/detalles/2023-mazda-6-2-0-manual-skyactiv-g-v-ca/CL-AD-15093493/?Cr=581;2023 Mazda 6 2.0 Manual Skyactiv-G V CA;MAZDA;MAZDA6;20;Bencina;5000;Manual;19500000.0;Curico; Maule
CL-AD-15775115;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-cx-5-new-cx5-gt-4x4-2-5-aut/CL-AD-15775115/?Cr=582;2019 Mazda Cx-5 NEW CX5 GT 4X4 2.5 AUT;;;;Bencina;61200;Automatica;20000000.0;Huechuraba;
CL-AD-14738634;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-cx-3/CL-AD-14738634/?Cr=583;2019 Mazda Cx-3;;;;Bencina;23800;Manual;13700000.0;Pudahuel;
CL-AD-15745806;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CL-AD-15745806/?Cr=584;2016 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD;MAZDA;CX-5;20;Bencina;103000;Automatica;14850000.0;Providencia;
CL-AD-15661299;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-3-2-0-auto-skyactiv-g-v-sr/CL-AD-15661299/?Cr=585;2019 Mazda 3 2.0 Auto Skyactiv-G V SR;MAZDA;MAZDA3;20;Bencina;85400;Automatica;15000000.0;Vina del Mar; Valparaiso
CL-AD-15255951;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-0-skyactiv-r-auto/CL-AD-15255951/?Cr=586;2016 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;66000;Automatica;14500000.0;Nunoa;
CL-AD-15342870;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-5/CL-AD-15342870/?Cr=587;2017 Mazda 5;;;;Bencina;29000;Manual;10700000.0;Maipu;
CL-AD-15307547;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CL-AD-15307547/?Cr=588;2016 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;85000;Automatica;11790000.0;Vitacura;
CL-AD-15171598;https://www.chileautos.cl/vehiculos/detalles/2012-mazda-2-1-5-v-auto/CL-AD-15171598/?Cr=589;2012 Mazda 2 1.5 V Auto;MAZDA;MAZDA2;15;Bencina;61000;Automatica;7800000.0;Las Condes;
CL-AD-15566688;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-5-2-0-skyactiv-r-auto/CL-AD-15566688/?Cr=590;2018 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;59400;Automatica;17200000.0;Machali; OHiggins
CL-AD-15451994;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-2-0-manual-skyactiv-g-v/CL-AD-15451994/?Cr=591;2017 Mazda 3 2.0 Manual Skyactiv-G V;MAZDA;MAZDA3;20;Bencina;42000;Manual;12230000.0;Vina del Mar; Valparaiso
CL-AD-15483094;https://www.chileautos.cl/vehiculos/detalles/2015-mazda-2-1-5-v/CL-AD-15483094/?Cr=592;2015 Mazda 2 1.5 V;MAZDA;MAZDA2;15;Bencina;135000;Manual;6350000.0;Colina;
CL-AD-15819077;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-2-0-auto-skyactiv-g-v-sr/CL-AD-15819077/?Cr=593;2017 Mazda 3 2.0 Auto Skyactiv-G V SR;MAZDA;MAZDA3;20;Bencina;53000;Automatica;9900000.0;Maipu;
CL-AD-15271034;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-cx-5-2-0-skyactiv-r-auto/CL-AD-15271034/?Cr=594;2020 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;43000;Automatica;20000000.0;Puerto Montt; Los Lagos
CL-AD-15610704;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-bt-50-2-2-dsl-sdx-hi-rider/CL-AD-15610704/?Cr=595;2017 Mazda Bt-50 2.2 DSL SDX Hi Rider;MAZDA;BT-50;22;Diesel;106394;Manual;16690000.0;San Pedro de la Paz;Bio Bio
CL-AD-15335281;https://www.chileautos.cl/vehiculos/detalles/2009-mazda-3/CL-AD-15335281/?Cr=596;2009 Mazda 3;;;;Bencina;115000;Automatica;5800000.0;Las Condes;
CL-AD-12774208;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-3-2-0-skyactiv-g-v/CL-AD-12774208/?Cr=597;2021 Mazda 3 2.0 Skyactiv-G V;MAZDA;MAZDA3;20;Bencina;32000;Manual;15700000.0;San Miguel;
CL-AD-15649385;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CL-AD-15649385/?Cr=598;2018 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD;MAZDA;CX-5;20;Bencina;73000;Automatica;18750000.0;Quilpue;
CL-AD-15814696;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-cx-3/CL-AD-15814696/?Cr=599;2019 Mazda Cx-3;;;;Bencina;49200;Manual;13500000.0;Curico; Maule
CL-AD-15541585;https://www.chileautos.cl/vehiculos/detalles/2021-mazda-3-sport/CL-AD-15541585/?Cr=600;2021 Mazda 3 Sport;;;;Bencina;49500;Automatica;17999000.0;San Felipe; Valparaiso
CL-AD-15616529;https://www.chileautos.cl/vehiculos/detalles/2011-mazda-3-1-6-v/CL-AD-15616529/?Cr=601;2011 Mazda 3 1.6 V;MAZDA;MAZDA3;16;Bencina;135000;Manual;6200000.0;Quilicura;
GI-AD-402127;https://www.chileautos.cl/vehiculos/detalles/mazda-cx-3-2020-2-0-r-mt-5p/GI-AD-402127/?Cr=602;Mazda Cx-3 2020 2.0 R MT 5P;;;;Bencina;66529;Manual;12390000.0;Coquimbo;
CL-AD-15825889;https://www.chileautos.cl/vehiculos/detalles/2013-mazda-2-1-5-v/CL-AD-15825889/?Cr=603;2013 Mazda 2 1.5 V;MAZDA;MAZDA2;15;Bencina;78000;Manual;5490000.0;;
CL-AD-15567371;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-3-2-0-auto-skyactiv-g-v-sr/CL-AD-15567371/?Cr=604;2018 Mazda 3 2.0 Auto Skyactiv-G V SR;MAZDA;MAZDA3;20;Bencina;51000;Automatica;13500000.0;Cerrillos;
CL-AD-15702881;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CL-AD-15702881/?Cr=605;2018 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;27000;Automatica;17800000.0;Las Condes;
CL-AD-15630919;https://www.chileautos.cl/vehiculos/detalles/2010-mazda-6-2-0-v-auto/CL-AD-15630919/?Cr=606;2010 Mazda 6 2.0 V Auto;MAZDA;MAZDA6;20;Bencina;178000;Automatica;6300000.0;Concepcion; Bio Bio
CL-AD-15631799;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CL-AD-15631799/?Cr=607;2016 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;105000;Automatica;13990000.0;Vitacura;
CL-AD-15709428;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5/CL-AD-15709428/?Cr=608;2016 Mazda Cx-5;;;;Bencina;130000;Automatica;13000000.0;Cerro Navia;
CL-AD-15709547;https://www.chileautos.cl/vehiculos/detalles/2011-mazda-3-1-6-v-auto-srf/CL-AD-15709547/?Cr=609;2011 Mazda 3 1.6 V Auto SRF;MAZDA;MAZDA3;16;Bencina;147000;Automatica;6790000.0;Maipu;
CL-AD-15069729;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-5/CL-AD-15069729/?Cr=610;2016 Mazda 5;;;;Bencina;59000;Automatica;10000000.0;Nunoa;
CL-AD-12916784;https://www.chileautos.cl/vehiculos/detalles/2020-mazda-bt-50-3-2-dsl-sdx-auto-hi-rider-4wd/CL-AD-12916784/?Cr=611;2020 Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD;MAZDA;BT-50;32;Diesel;69000;Automatica;28500000.0;Providencia;
CL-AD-12008612;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-6-2-0-skyactiv-g-v-auto/CL-AD-12008612/?Cr=612;2018 Mazda 6 2.0 Skyactiv-G V Auto;MAZDA;MAZDA6;20;Bencina;59400;Automatica;17500000.0;La Reina;
CL-AD-11918138;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-5-2-0-skyactiv-r-auto/CL-AD-11918138/?Cr=613;2018 Mazda Cx-5 2.0 Skyactiv R Auto;MAZDA;CX-5;20;Bencina;62000;Automatica;22990000.0;Temuco; Araucania
CL-AD-12631761;https://www.chileautos.cl/vehiculos/detalles/2014-mazda-cx-5/CL-AD-12631761/?Cr=614;2014 Mazda Cx-5;;;;Bencina;73000;Manual;15200000.0;Santiago;
CL-AD-13502585;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-5/CL-AD-13502585/?Cr=615;2016 Mazda 5;;;;Bencina;88000;Manual;12500000.0;Antofagasta; Antofagasta
CL-AD-12100086;https://www.chileautos.cl/vehiculos/detalles/2016-mazda-6-2-2-skyactiv-d-gt-auto-gps/CL-AD-12100086/?Cr=616;2016 Mazda 6 2.2 Skyactiv-D GT Auto GPS;MAZDA;MAZDA6;22;Diesel;175000;Automatica;16000000.0;Concon; Valparaiso
CL-AD-15794792;https://www.chileautos.cl/vehiculos/detalles/2009-mazda-3-sport/CL-AD-15794792/?Cr=617;2009 Mazda 3 Sport;;;;Bencina;160000;Manual;5500000.0;Las Condes;
CL-AD-13411977;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-3-1-6-s/CL-AD-13411977/?Cr=618;2019 Mazda 3 1.6 S;MAZDA;MAZDA3;16;Bencina;84000;Manual;12000000.0;Chillan; Nuble
CL-AD-15739710;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-bt-50-3-2-dsl-sdx-auto-hi-rider-4wd/CL-AD-15739710/?Cr=619;2018 Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD;MAZDA;BT-50;32;Diesel;125000;Automatica;18000000.0;Buin;
CL-AD-12743836;https://www.chileautos.cl/vehiculos/detalles/2019-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CL-AD-12743836/?Cr=620;2019 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD;MAZDA;CX-5;20;Bencina;60000;Automatica;23200000.0;La Cisterna;
CL-AD-14429505;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-cx-5-2-0-skyactiv-r-auto-4wd/CL-AD-14429505/?Cr=621;2017 Mazda Cx-5 2.0 Skyactiv R Auto 4WD;MAZDA;CX-5;20;Bencina;87000;Automatica;14800000.0;Machali; OHiggins
CL-AD-13269676;https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx9-gt-awd/CL-AD-13269676/?Cr=622;2018 Mazda CX9 GT AWD;;;;Bencina;49000;Automatica;28500000.0;Las Condes;
CL-AD-13082163;https://www.chileautos.cl/vehiculos/detalles/2017-mazda-3-2-0-auto-skyactiv-g-v-sr/CL-AD-13082163/?Cr=623;2017 Mazda 3 2.0 Auto Skyactiv-G V SR;MAZDA;MAZDA3;20;Bencina;43000;Automatica;14900000.0;San Bernardo;
